"actor","actorid","films","quality_class","is_active","current_year"
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)""}","bad",False,2002
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)""}","bad",True,2003
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",True,2004
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2012
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2013
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2014
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2015
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2016
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2017
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2005
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2006
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2007
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2008
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2009
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2018
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2019
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2020
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)"",""(Intervista,2486,7,tt0093267)""}","average",False,2021
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2010
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2011
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2012
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2013
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2014
"Henry Fonda","nm0000020","{""(\""Too Late the Hero\"",3302,6.7,tt0066471)"",""(\""The Cheyenne Social Club\"",4085,6.9,tt0065542)"",""(\""There Was a Crooked Man...\"",4138,7,tt0066448)""}","average",True,1970
"Henry Fonda","nm0000020","{""(\""Too Late the Hero\"",3302,6.7,tt0066471)"",""(\""The Cheyenne Social Club\"",4085,6.9,tt0065542)"",""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Sometimes a Great Notion\"",3577,7,tt0067774)""}","average",True,1971
"Alfred Hitchcock","nm0000033","{""(Frenzy,41914,7.4,tt0068611)"",""(\""Family Plot\"",21050,6.8,tt0074512)""}","average",False,1998
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2015
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2016
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2017
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2018
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2019
"Henry Fonda","nm0000020","{""(\""Too Late the Hero\"",3302,6.7,tt0066471)"",""(\""The Cheyenne Social Club\"",4085,6.9,tt0065542)"",""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Sometimes a Great Notion\"",3577,7,tt0067774)""}","average",False,1972
"Henry Fonda","nm0000020","{""(\""Too Late the Hero\"",3302,6.7,tt0066471)"",""(\""The Cheyenne Social Club\"",4085,6.9,tt0065542)"",""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Sometimes a Great Notion\"",3577,7,tt0067774)"",""(\""My Name Is Nobody\"",23622,7.5,tt0070215)"",""(\""The Serpent\"",963,6.2,tt0069251)"",""(\""Ash Wednesday\"",570,5.3,tt0069736)""}","bad",True,1973
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2020
"Kirk Douglas","nm0000018","{""(\""There Was a Crooked Man...\"",4138,7,tt0066448)"",""(\""Catch Me a Spy\"",284,5.3,tt0067297)"",""(\""A Gunfight\"",1163,6.4,tt0067168)"",""(\""The Light at the Edge of the World\"",1333,6.1,tt0067345)"",""(\""The Master Touch\"",553,6.1,tt0069446)"",""(Scalawag,301,5.1,tt0070642)"",""(\""Once Is Not Enough\"",643,4.5,tt0073190)"",""(Posse,1908,6.5,tt0073559)"",""(\""Holocaust 2000\"",1133,5.5,tt0077332)"",""(\""The Fury\"",13811,6.4,tt0077588)"",""(\""The Villain\"",6619,5.4,tt0080097)"",""(\""Home Movies\"",769,5.2,tt0079302)"",""(\""Saturn 3\"",8514,5.2,tt0079285)"",""(\""The Final Countdown\"",21635,6.7,tt0080736)"",""(\""The Man from Snowy River\"",8106,7.3,tt0084296)"",""(\""Eddie Macon's Run\"",1036,5.7,tt0085473)"",""(\""Tough Guys\"",6655,6.3,tt0092105)"",""(Oscar,30066,6.6,tt0102603)"",""(Greedy,12969,6.4,tt0109936)"",""(Diamonds,1493,5.5,tt0167423)"",""(\""It Runs in the Family\"",4653,5.6,tt0311110)"",""(Illusion,396,7,tt0290218)""}","average",False,2021
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",True,1972
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",False,1973
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",False,1974
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",False,1975
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",False,1976
"Federico Fellini","nm0000019","{""(Roma,11831,7.4,tt0069191)""}","good",False,1977
